頭金,支払金額
弱り,容態
露払,個人
投げる,ほうる
投げる,ぶん投げる
投げる,ほうる
投げる,打つ
投げる,向き直る
投げる,前進させる
酸っぱさ,食味
手並,才幹
条件刺激,刺戟
健康保険,保険
美女桜,観賞花
不測の事態,出来事
山立,熟練工
エンタテインメント,気晴らし
宣誓供述書,証言
宣誓供述書,公文書
案じる,議する
案じる,思い見る
関心,傾注
関心,不思議に思う心
関心,興味
関心,チャーム
治める,統べる
治める,働掛ける
修覆,革める
やめると誓う,約諾
放蕩,放縦
放蕩,放縦
行交い,掛りあい
行交い,親交
行交い,社会活動
権現,権化
景象,像
第一手,経始
工学,分野
工学,応用
工学,専門
中間派,社会経済的階級
射殺,打ち留める
湧立つ,発出
書き写す,書きおろす
行きづまり,状況
マーチャンダイザー,ブルジョア
州刑務所,懲役監
中働き,下男
勝手,室
勝手,室
師表,主任
師表,模範
焚き物,物質
区別,アレンジメント
区別,差別
区別,グルーピング
区別,基本的認知プロセス
区別,同定
区別,カテゴリー化
区別,アレンジメント
区別,差別
区別,グルーピング
区別,基本的認知プロセス
区別,同定
区別,カテゴリー化
士,男性
士,公卿
逗留,滞在
逗留,住する
逗留,滞在
逗留,住する
譲歩,調和
譲歩,和解
譲歩,協調
譲歩,同意
譲歩,調和
譲歩,和解
譲歩,協調
譲歩,同意
教典,聖典
好きこのみ,好き
にせ物,コピー
にせ物,類似品
媒介,関与
スクリーニング,鑑定
スクリーニング,採択
散弾,弾
散弾,弾
散弾,矢玉
3角,多辺形
組み合わせる,交ぜ合わせる
組み合わせる,交ぜ合わせる
組み合わせる,プラス
辻自動車,四輪車
変化させる,多様化
急送公文書,ニュース記事
中傷,讒言
中傷,悪たれ口
中傷,讒言
中傷,軽蔑
中傷,難じる
中傷,貶する
中傷,讒言
中傷,悪たれ口
中傷,讒言
中傷,軽蔑
中傷,難じる
中傷,貶する
オアシス,土地
オアシス,保護施設
火花,切れ
奮激,揺すぶる
手書,直筆
手書,作文
成長株,競争相手
商店,小売り店
豆粕,穀粉
引ずる,続ける
児童期,人生の一時期
駅,ターミナル
ニラネギ,草片
腸骨,骨組織
飢え,衝動
取囲む,触れ合う
記号化,パターン
βテスト,試験
御通じ,分泌
回りくねる,動く
犇めき合う,詰め寄せる
犇めき合う,押す
自制,コントロール
自制,規律正しさ
自制,規制
一生,ピリオド
一生,存在
長針,針
くず物,廃物
くず物,マティエール
くず物,塵あくた
チェックマーク,正鵠
散兵,戦士
空所,空虚
空所,場所
空所,地域
潅漑,供給
潅漑,濡らす
潅漑,供給
潅漑,濡らす
在所,場所
在所,場所
在所,地理的地域
遺伝子工学,バイオテクノロジー
延べ金,シート
天体崇拝,礼拝
透す,減じる
ドア,室
ドア,上がり口
シリアルポート,インタフェス
レニウム,メタール
神物冒涜,失敬
近視,屈折異常
基点,表徴
ビレッジ,コンミュニティー
孤立主義,外交政策
しゃあつく,不敬
しゃあつく,不敬
逆襲,攻
逆襲,攻撃
逆襲,攻
逆襲,攻撃
シェアウェア,パッケージ
迫真,色
独占権,権能
革新者,発案者
質,属性
質,習性
質,レヴェル
質,習性
質,性状
質,拝借
歌詞,文章
革細工,ワーク
タレント,才幹
～をかすめて飛ぶ,過ぎゆく
垂訓,アクティビティー
休,休み
休,隔たり
休,沈滞
休,区切目
休,休止
休,休み
休,隔たり
休,沈滞
休,区切目
休,休止
肝魂,肝ったま
肝魂,キャラクタ
肝魂,剛毅
才知,才幹
才知,才智
才知,才智
昼,昼日中
昼,時剋
昼,ピリオド
おたんこなす,二本棒
おたんこなす,二本棒
おたんこなす,二本棒
おたんこなす,二本棒
手金,支払金額
目差す,企む
目差す,動く
目差す,考える
閉じ込める,取り篭める
閉じ込める,作動しなくする
化合,交ぜ合わせる
含味,見取る
領地,地所
領地,地域
紅花フサスグリ,スグリ
叔父さん,親戚
バラライカ,弦鳴楽器
インジケーター,機器
共有原子価,原子価
雇傭者,サラリーマン
興味の中心,専念
洲,行政区画
メジャーリーグチーム,チーム
コンピュータユーザ,個人
憶,メモリ
憶,物覚
新手,初心者
留分,化学物質
電脳,マシン
タイア,リング
分け与える,賦する
分け与える,配る
つかい道,実用性
冷やす,入換える
迫力,レヴェル
隠し妻,女子
隠し妻,色
スーパーオキシド,陰イオン
メソヒップス,牡馬
うっ血性心不全,心不全
トウガラシ,塩加減
トウガラシ,ピーマン
トウガラシ,低木
美点,例
美点,値打
美点,性状
不関渉,外交政策
無能さ,不向き
退治,壊滅
退治,終らす
退治,壊滅
退治,終らす
ノルエチンドロン,プロゲスチン
フリーダム,動静
フリーダム,フリー
実状,事態
妻女,女子
妻女,ベターハーフ
緑林,盗人
緑林,樹林
緑林,盗人
殻斗,萼
前置き,テクストブック
前置き,セクション
前置き,発語
前置き,テクストブック
前置き,セクション
前置き,発語
構想,考案
構想,創造性
構想,物語り
構想,行動計画
構想,思惟作用
構想,取り合わせ
構想,考える
構想,企てる
構想,考える
構想,考案
構想,創造性
構想,物語り
構想,行動計画
構想,思惟作用
構想,取り合わせ
構想,考える
構想,企てる
構想,考える
飯屋,家屋
聞ける,見取る
シンタックス,システム
迷星,天体
褪紅色,有彩色
くり抜く,抉る
くり抜く,空ける
女敵,浮人
食べ尽す,上がる
龍頭時計,携帯時計
立ち眩,症候
玄関子,看守
社会体制,システム
目を止める,気付く
会議事項,インベントリー
真冬,ピリオド
確定,意志決定
確定,発見
確定,終らす
確定,採択
確定,形づくる
確定,意志決定
確定,発見
確定,終らす
確定,採択
確定,形づくる
凝集,触れ合う
凝集,触れ合う
津,港
子鬼,フェヤリー
マグネシア,ミネラル
気団,空気の状態
下げ翼,翼型
吹き荒れる,ではある
見立て,識別
足場,アレンジメント
足場,大成
足場,支持物
抛つ,取去る
抛つ,役だてる
故郷,場所
領主邸,大所
確信,意見
確信,意見
確信,堅さ
確信,精神状態
確信,頼もしさ
確信,認知的内容
生気づける,揺すぶる
延性,可鍛性
榑,建材
回転運動,回転
潜窟,隠し場
潜窟,区劃
負,フィニッシュ
負,不成功
オーソライズ,認可
オーソライズ,許し
２等兵,男性下士官兵
萎縮,症候
萎縮,萎萎する
萎縮,症候
萎縮,萎萎する
話題,内容
漏泄,知られるようになる
漏泄,告げ知らせる
ソープ,洗剤
肘掛け椅子,チェア
足許,傾向
足許,突っぱり
流紋岩,火成岩
浮上がる,上がる
下がる,掛かる
下がる,動く
下がる,悪化
下がる,衰微
下がる,動く
下がる,退る
レスリングマッチ,取り組み
焼き付ける,働掛ける
差す,行なわれる
恬澹,包容力
吸う,汲む
吸う,摂する
吸う,息吹く
吸う,上がる
吸う,吸入れる
吸う,摂する
創製,アクティビティー
創製,生みだす
創製,アクティビティー
創製,生みだす
臨模,書きおろす
詠歌,著作
金融アナリスト,巧者
肢体不自由者,個人
振りあげる,見せつける
容器,道具
容器,器物
軟石鹸,石ケン
ミュー中間子,軽粒子
ドロー,終わり
ドロー,ポーカー
ドロー,ランニングプレー
トラバース,横断
寺子,青少年
録音テープ,磁気テープ
等位接続詞,接続詞
等位接続詞,接続詞
開回路,サーキット
雪降り,沈殿
伝声管,筒
臥し所,室
相子,終わり
改める,入換える
改める,形づくる
改める,革める
改める,逆転
改める,書き換える
改める,入換える
改める,遷移
改める,入換える
改める,再編成
改める,入換える
改める,鑑定
都邑,コンミュニティー
クレンジング,改修
スイカ,瓜
スイカ,瓜
下位,デクラッセ
目立つ,見える
目立つ,特徴付ける
目立つ,見える
目立つ,特徴付ける
ムチン,糖タンパク
沸き起る,発出
沸き起る,深まる
沸き起る,なる
確実度,精神状態
効験,有効性
準じる,コピー
寄こす,移転
寄こす,運輸
書簡箋,料紙
較,角逐
較,検分
較,催し物
較,集団行動
較,結付き
振り払う,脱出
踏み板,支持物
がさがさ,不快
寛ぎ,沈滞
狂女,風癲
妙味,持ち味
妙味,アドヴァンテージ
胡麻する,称揚
鶏旦,時剋
メインコース,皿
城郭建築,築城
麦押し,調理道具
踏張る,抗する
図書館学,教養
断截,形づくる
断截,中断
附いてくる,動く
グラスファイバー,衣料繊維
アステリ,文字記号
コンコンという音,音声
シリアル,食料品
思いやり,愛情深い
思いやり,共鳴り
思いやり,慈悲深さ
思いやり,温かさ
思いやり,性質
思いやり,親切
邪魔もの,妨
邪魔もの,妨害
邪魔もの,妨害
邪魔もの,障碍
水化物,化合物
登録簿,参考書
武器,勧説
武器,道具
武器,機器
逐電,出奔
買い込む,給する
買い込む,得る
織り成す,縒る
揉合い,ファイト
エクスプレスウエー,大動脈
支持,賛成
支持,差し響き
支持,お手伝い
支持,論辨
支持,援護
支持,讃する
支持,考える
支持,賛成
支持,差し響き
支持,お手伝い
支持,論辨
支持,援護
支持,讃する
支持,考える
ゲーム盤,表層
繁み,フロラ
突き進む,突っ走る
稲魂,空中電気
方鉛鉱,ミネラル
さげ渡し,割振
欧化,併合
欧化,併合
三下,お手伝い
切り倒す,打倒す
切り倒す,切る
本性,習性
本性,性状
湧く,発出
湧く,なる
湧く,なる
握ませる,支辨
口外,告げ知らせる
口外,告げ知らせる
スチル,フォトグラフ
スチル,合金
臭化水素,臭化物
食もたれ,症候
引絡げる,束縛
手酷さ,ハード
手酷さ,難
一味,集団
店立,デュー・プロセス・オブ・ロー
引き出し,取りはらい
引き出し,器物
宛行う,割り付ける
送,原因
輸送船,船舶
ヒーロ,主任
ヒーロ,配役
閨,室
獲得,八挺
獲得,行ない
獲得,取得
獲得,取得
獲得,得る
獲得,収得
獲得,八挺
獲得,行ない
獲得,取得
獲得,取得
獲得,得る
獲得,収得
洗練さ,優等
食細胞,体細胞
かき乱す,印象付ける
かき乱す,掻き立てる
かき乱す,弄う
かき乱す,掻き立てる
相対,導通抵抗
金銭登録機,キャッシュボックス
怜悧さ,長所
怜悧さ,ノーハウ
ポン引,違反者
レッドカーラント,スグリ
レッドカーラント,スグリ
読書人,学士
読書人,個人
冒険,実業
冒険,リスク
冒険,課題
冒険,トライ
冒険,進む
冒険,実業
冒険,リスク
冒険,課題
冒険,トライ
冒険,進む
廃滅,不成功
のら猫,飼い猫
回り合わせ,変事
回り合わせ,出来事
回り合わせ,条件
回り合わせ,事象
でくの坊,不調法者
ユニット型投資信託,投資会社
沈思,慮
沈思,考える
沈思,考える
沈思,慮
沈思,考える
沈思,考える
圧伏,圧す
回転待ち時間,隔たり
目標エリア,場所
ラッパ,金管
ネール,尺度
リンパ管,堀り割り
ジャンパー,個人
ジャンパー,スポーツせんしゅ
ジャンパー,上衣
ジャンパー,ワンピース
ジャンパー,オーバー
ジャンパー,コネクタ
通告,告げ知らせる
あて推量,意嚮
あて推量,仮説
あて推量,見積り
浮かぶ,動く
浮かぶ,動く
浮かぶ,上がる
浮かぶ,表われる
浮かぶ,なる
浮かぶ,なる
毒血症,敗血症
潜水艇,潜水艦
授業料,勘定
村邑,コンミュニティー
村邑,集落
遺産相続人,取り手
休暇,ディ
休暇,ピリオド
休暇,区切目
休暇,閑
休暇,閑
雛鳥,幼鳥
淡褐色,ブラウン
フォアグラウンドウィンドー,ウィンドウ
いい人,個人
杖,棒
杖,棒
杖,棒
杖,棒
杖,棒
杖,棒
タンブラー,妨害
タンブラー,水飲み
除水,からにすること
ステージマネジャー,所属長
我儘,気侭
置屋,家屋
留書き,心覚
留書き,取っておく
留書き,書きおろす
留書き,心覚
留書き,取っておく
留書き,書きおろす
グレービー,垂れ
アンドロステロン,アンドロゲン
手摺,障壁
手摺,障壁
アップライトピアノ,ピアノフォルテ
すっ裸,容態
揉め,妨害
共生,互助
寸法,抽象的実体
寸法,規模
右翼手,アウトフィールダー
押し入る,立入る
押し入る,押す
枝分れ,分割
枝分れ,分れる
枝分れ,分割
枝分れ,分れる
圧電効果,電気
散開,ばら蒔く
散開,動かす
披裂軟骨,軟骨
銭財,貨幣制度
御化け,突然変異体
御化け,霊魂
御化け,幻影
講義,式辞
講義,教え
講義,教え
講義,言語単位
講義,取りあつかう
講義,仕込む
講義,式辞
講義,教え
講義,教え
講義,言語単位
講義,取りあつかう
講義,仕込む
正字法,作文
受難者,犠牲
罷りでる,終わる
振仰ぐ,尊重
巾着,カバン
余分の物,あれやこれや
ガソリン,薪炭
ガソリン,炭化水素
葉緑素,ピグメント
黒痣,小疵
スランプ,経済状態
スランプ,非常事態
天賦の才,良能
因縁,記録
因縁,結付き
因縁,抽象的実体
因縁,出来事
因縁,条件
因縁,結付き
因縁,原因物
因縁,古
在場所,場所
寄越す,移転
寄越す,書き換える
寄越す,運輸
繁盛,なる
繁盛,膨張
ヘアスタイル,鬢
握り込む,攫む
むせび泣く,めそめそする
立てこむ,会合
科学博物館,ミュージアム
スト破,サラリーマン
喫煙車,客車
言い切る,立ち振舞う
言い切る,発語
言い切る,言いきる
言い切る,力説
言い切る,宣誓
近く,地区
近く,地区
追求,調査
追求,捜し求める
追求,抗する
追求,調査
追求,捜し求める
追求,抗する
心淋しさ,不幸せ
空気,要素
空気,空合
空気,ガス体
空気,容態
空気,性状
こく,食味
四面体,多面体
重犯,反則
手楯,物の具
飯焚き,熟練工
黄体形成ホルモン,性腺刺激ホルモン
ヒメハナバチ,ハナバチ
母御,親者人
顎骨,骨組織
顎骨,骨組織
横奪,重罪
附いていく,動く
附いていく,動く
信者,個人
信者,引く手
信者,信心家
コヨテ,狼
透視,心霊現象
寄せ合せ,集まり
剿滅,打ち留める
剿滅,打ち留める
剿滅,終らす
剿滅,打ち留める
言い破る,打ち消す
手当り,性質
手当り,裏付
編成,アレンジメント
編成,アクティビティー
編成,経始
編成,構造
極めこむ,期する
いかさま師,トリックスター
舞,芸術
舞,気晴らし
暴投,ピッチ
御前,間近
機械工,細工師
鍛錬,打っ叩く
鍛錬,打っ叩く
端書,メッセージカード
端書,前置
あき場所,場所
藍藻植物,真正細菌
受像機,レシーバー
召しとる,攫む
産物,余波
産物,創造物
産物,成果
仕訳ける,カテゴリー化
溜まり場,地区
潮どき,時点
潮どき,蓋然性
潮どき,ピリオド
佳局,時点
剥出す,除去
ボルト,螺旋釘
調達,取得
調達,取立てる
調達,取得
調達,取立てる
棄て去る,放置
棄て去る,逃げ走る
書類,著作
字幕,講読
字幕,著作
チャリティー,財団
チャリティー,おくり物
ペアー,弐
ペアー,家族
ペアー,二人組
ファイヤーマン,保護者
興味を起こさせる力,パワー
コメツキムシ,弾糸
カーヴ,曲がり
カーヴ,一部分
カーヴ,ピッチ
カーヴ,ライン
カーヴ,ライン
カーヴ,湾曲
カーヴ,曲がり
カーヴ,一部分
カーヴ,ピッチ
カーヴ,ライン
カーヴ,ライン
カーヴ,湾曲
特定,取りむすぶ
特定,取りむすぶ
研究分野,知識ベース
声遣い,流儀
声遣い,通信
声遣い,話し方
早見,列
離乳,交換局
シロホン,打ち物
涙腺,外分泌腺
排斥,行ない
排斥,追放
排斥,禁制
排斥,消去
排斥,行ない
排斥,追放
排斥,禁制
排斥,消去
聯盟,協同
聯盟,協会
こっそり連れ出す,動く
無愛想,失敬
無愛想,失敬
アーガイル靴下,ソックス
骨組,要覧
骨組,ストラクチャー
骨組,系
トムバック,合金
アンティーク,古
定住地,所
ヴェルヴェット,切れ地
男誑し,女子
エスプレッソ,カフエ
ホステル,住居施設
ホステル,客亭
ウエート,物性
ウエート,係数
ウエート,重要性
ウエート,要路
楽句法,グルーピング
行程,移動
行程,通路
行程,距離
取り誤る,同一視
取り誤る,解釈
エスキス,下書き
エスキス,図面
寝覚める,なる
皆済,借金を返す
皆済,支辨
フランクフルター,食肉
球面角,角
統計力学,理学
契約書,協約書
エビスグサ,亜低木
気が付く,噛み分ける
没頭,精神状態
厚遇,取りあつかう
ベースライン,ライン
ベースライン,ライン
リバウンド,キャッチ
リバウンド,跳躍
リバウンド,キャッチ
リバウンド,跳躍
エトス,属性
誤訳,講読
誤訳,講読
ナプキン,テーブルリネン
歩み寄り,和解
歩み寄り,協調
サンドトラップ,ハザード
仲らい,社交
仲らい,結付き
映画俳優,俳優
エボリューション,過程
さそい出す,唆る
さそい出す,揺すぶる
負のフィードバック,フィードバック
錬磨,アクティビティー
錬磨,社会化
錬磨,為す
錬磨,アクティビティー
錬磨,社会化
錬磨,為す
俤,心的表示
ウォーター,要素
ウォーター,リクイッド
ウォーター,滋養分
ウォーター,汁
人寄せ,演芸
汚泥,物質
汚泥,泥
法務官,保護者
切石,石
しっぺ返し,処罰
言い包める,勧誘
実録,著作
図書,産品
図書,刊行物
なぐり倒す,打ちつづける
なぐり倒す,たたく
多重度,規模
表顕,通信
表顕,指示
表顕,ではある
表顕,通信
表顕,指示
表顕,ではある
ボーラーハット,笠
作目,事実
ニュースレター,ニュース記事
受け入れ,賛成
受け入れ,会釈
受け入れ,取得
受け入れ,御入来
尻おし,差し響き
尻おし,力ぞえ
尻おし,差し響き
尻おし,力ぞえ
ケ所,事実
年代学,筆録
年代学,教養
下図,下書き
下まわり,お手伝い
昆虫学,動物学
パイオニア,発案者
沸起る,発出
沸起る,なる
テトラサイクリン,殺菌剤
ホットドッグパン,ロール
堆積物,地質現象
堆積物,物質
迫立てる,駈る
涼み台,シート
明り障子,掩護
押均す,割出す
赦免状,令状
応答者,コミュニケーター
蒸気ショベル,パワーショベル
フライフィッシング,釣
麦藁帽,笠
美女,女子
言っ振,流儀
我楽多,廃物
送り状,決算報告
ハンディ,アドヴァンテージ
エディター,熟練工
エディター,アプリケーション
気っ風,習性
気っ風,習性
甜菜糖,糖
甜菜糖,三盆白
マイノリティー,値
マイノリティー,社会集団
黒内障,視力障害
洋服箪笥,クロゼット
洋服箪笥,調度品
骨法,ジーニアス
同期させる,整合
手鑑,主任
コーディネーター,元締め
形状,属性
形状,風姿
形状,風姿
ムーブメント,コンポジッション
ムーブメント,運動伝達装置
掘りさげる,突通る
道徳劇,芝居
寝室用家具一式,揃い
火口,割目
スプレッド,調味料
浸ける,押し浸す
浸ける,突通る
声楽家,ミュージッシャン
無理強い,誘発
無理強い,強いる
無理強い,無理強
無理強い,誘いだす
無理強い,無理強
無理強い,誘発
無理強い,強いる
無理強い,無理強
無理強い,誘いだす
無理強い,無理強
性染色体,染色体
奥歯,歯
ポスタム,代用コーヒー
可動性,移動性
可動性,移動性
デニール,単位
籌策,作戦
籌策,不誠意
籌策,行動計画
知ったかぶり,不誠意
知ったかぶり,我利我利亡者
帰順,受容れる
身の上,容態
身の上,条件
版画製作,芸術
巡検,守
暖まること,温度変化
カンムリカイツブリ,カイツブリ目
コンダクタ,ミュージッシャン
コンダクタ,機器
まま母,継親
制する,統べる
制する,セーヴ
制する,統べる
制する,働掛ける
制する,要求
ベイス,場所
ベイス,擦弦楽器
ベイス,ベース
ベイス,常識
ベイス,調子
ベイス,パート
移付,移転
マーブル,石ころ
マーブル,鞠
コンサート,演芸
口吸い,タッチ
ストライプ,修飾
ストライプ,記章
ピクチャーハット,婦人帽
禁,布告
スキーラン,踏み分け道
流星塵,いん石
入学,収得
釣合,平手
釣合,編曲
釣合,事態
釣合,振り合い
白衣の天使,医療従事者
イグゼクティヴ,取締役
小鳥用水盤,洗面器
貸与,処分
貸与,取りむすぶ
貸与,賦する
貸与,賦する
貸与,処分
貸与,取りむすぶ
貸与,賦する
貸与,賦する
岨,崖
かいま見る,目っける
青雲,雲井
台帳,記文
台帳,筆録
パドック,檻
打当てる,ほうる
打当てる,ぶち当たる
打当てる,接する
三部合奏,コンポジッション
ポテト,蔦蔓
通貫,入込む
有機体,システム
有機体,生き物
アーチクル,セクション
突き槍,軍器
単糖類,糖
ヘアピン,ピン
ブレッドスティック,パン
惹き起す,生みだす
惹き起す,生みだす
去痰剤,医薬
水族館,テラリウム
水族館,貯蔵タンク
巡回,訪問
巡回,通路
巡回,守
巡回,看守
巡回,訪問
巡回,通路
巡回,守
巡回,看守
嫁さん,女子
嫁さん,ベターハーフ
飲みくだす,摂する
飲みくだす,押さえ付ける
宇宙医学,内科学
栄,正しさ
ゆらぎ,変易
炭素鋼,鋼材
ブリスター,欠損
教区役員,吏員
指図,内容
指図,公文書
指図,指顧
指図,指顧
指図,課す
指図,取りあつかう
指図,内容
指図,公文書
指図,指顧
指図,指顧
指図,課す
指図,取りあつかう
回帰分析,多変量解析
色好み,情欲
オファー,内容
オファー,賦する
オファー,動く
オファー,内容
オファー,賦する
オファー,動く
小娘,女子
起つ,静止
物いう花,女子
めちゃめちゃ,容態
めちゃめちゃ,混迷
めちゃめちゃ,容態
めちゃめちゃ,混迷
掻き傷,小疵
掻き傷,型
食わせる,擲る
食わせる,遣っつける
食わせる,供給
食わせる,供給
エグゾーストファン,ファン
下見板,建材
芸妓,女子
芸妓,日本人
無関心さ,消極性
顧,患い
係数,整数
係数,定数
引き伸す,化ける
引き伸す,増やす
引き伸す,徐行
引き伸す,長める
引き伸す,遅らせる
引き伸す,長める
引き伸す,待機
引き伸す,引く
息吹,生体機能
息吹,満了
魔女,老婆
魔女,まじない
選民,諸人
草稿,著作
草稿,文章
体験,認知的内容
体験,遷移
体験,活きる
体験,認知的内容
体験,遷移
体験,活きる
スーパーハイウェー,大動脈
序奏,笛竹
序奏,セクション
さし戻す,挑戦
動議,申出
司教代理,牧師
音盤,録音媒体
うろつく,動く
うろつく,ではある
うろつく,動かす
軌範,例
軌範,理想
軌範,測定系
軌範,準則
寄金,おくり物
寄金,金高
寄金,おくり物
出丸,守
刀刃,軍器
部分試験,知能検査
足がかり,解説
足がかり,大成
足がかり,裏付
サンプルブック,韋編
給る,発語
クイックブレッド,パン
割りもどす,支辨
金箔,ホイル
週末,ピリオド
露点,温度
露点,飽和点
ユース,少年
ユース,年齢層
数えあげる,諳誦
冠詞,限定詞
衰える,減じる
衰える,減じる
衰える,掻消える
打ち捨てる,一擲
打ち捨てる,取去る
打ち捨てる,引去る
打ち捨てる,一擲
打ち捨てる,取去る
打ち捨てる,逃げ走る
プリント回路,コンピューター回路
徴兵忌避者,脱走兵
棄権,ストップ
思い起こす,結び合せる
蜜パン,ブレンド
水槽,テラリウム
水槽,貯蔵タンク
水槽,槽
水槽,貯蔵タンク
水槽,槽
予定,考案
予定,インベントリー
予定,意見
予定,プラン
予定,企む
予定,企む
予定,考える
予定,企む
予定,企てる
予定,考案
予定,インベントリー
予定,意見
予定,プラン
予定,企む
予定,企む
予定,考える
予定,企む
予定,企てる
コレステロール,ステロール
塵芥,廃物
塵芥,塵あくた
勢,ハード
勢,勢い
勢,ハード
勢,勢い
砲丸,弾
骸骨,最小値
代わりの人,同等のもの
搾りあげる,吹掛ける
大皿,瀬戸物
大皿,器物
大皿,皿
讚称する,身振りで表す
讚称する,称揚
讚称する,鑑定
讚称する,ご覧になる
讚称する,称揚
身代り,同僚
身代り,同等のもの
身代り,代役
店,小売り店
差異原価,必要経費
捕手をすること,プレー
安全弁,弁
安全弁,制御機
分岐点,収束
門閥,連中
門閥,縁
おしまい,時点
おしまい,セクション
おしまい,動静
おしまい,出来事
おしまい,エンディング
おしまい,フィニッシュ
終止,出来事
終止,出来事
エンザイム,タンパク質
エンザイム,触媒
疣贅,隆起
いとまごい,去ること
かいな,肢
割増,値打
言いだす,コミュニケート
普遍性,一般性
メインテナンス,修正
公売,セール
公売,販売
主人,主任
主人,成人
主人,ベターハーフ
主人,天下取り
パートナーシップ,企業
顧みる,ご覧になる
顧みる,思いだす
約定書,協約書
熟練工,サラリーマン
時限爆弾,爆弾
鬱症,心理状態
鬱症,情緒障害
スイープ,オール
スイープ,ランニングプレー
真理,事実
真理,概念
後帯,女子
持て成す,構いつける
持て成す,挨拶
国君,天下取り
最期,分野
最期,動静
最期,フィニッシュ
横領,重罪
横領,失敬
横領,失敬
横領,重罪
横領,失敬
横領,失敬
捏ねる,取り扱う
捏ねる,形づくる
猛る,立ち振舞う
人口調査,勘定
揺れる,思惑う
揺れる,震う
揺れる,動かす
揺れる,動く
揺れる,動かす
揺れる,動かす
揺れる,揺さ振れる
サントラ,録音媒体
過来し方,時
自由意思,パワー
教則本,入門
～のそばを飛ぶ,過ぎゆく
書き言葉,単語
横断が可能な場所,通路
ブレーン,知識人
ブレーン,了知
踏み,音声
外科医,内科医
力点,抑揚
再刊,刊行物
再刊,写しとる
再刊,刊行物
再刊,写しとる
ヒエンソウ,観賞花
燈台,台
色取り,興味を起こさせる力
色取り,コーティング
色取り,入換える
色取り,興味を起こさせる力
色取り,コーティング
色取り,入換える
カシミア,切れ地
アイリッシュソーダブレッド,クイックブレッド
お役御免,締め括り
鎮まる,減じる
心を向けさせる,形づくる
サンドグラス,時辰儀
セピヤ,ブラウン
慣行,修練
慣行,アクティビティー
慣行,パターン
慣行,正統性
慣行,了知
慣行,流儀
慣行,認知的内容
慣行,修練
アサシン,殺害者
海食,環境条件
海食,損なう
海食,環境条件
海食,損なう
ひねり出す,成長
ひねり出す,成長
かりかりに揚げる,熬る
分析器,機器
年がしら,成人
ツインベッド,ベッド
汚毒,穢す
此頃,時
パーキンソン病,脳病
御目文字,訪問
御目文字,訪問
上進,発展させること
上進,開ける
上進,上がる
上進,遷移
上進,遷移
上進,発展させること
上進,開ける
上進,上がる
上進,遷移
上進,遷移
言い張る,立ち振舞う
言い張る,宣誓
言い張る,認める
言い張る,言いきる
言い張る,力説
本組み,性質
尾行,逐う
尾行,逐う
野菜畑,苑地
拗らせる,入換える
非揮発性ストレージ,コンピューターメモリー
指紋係,専門家
聴き手,見る者
蠱惑,風動
蠱惑,ビューティ
蠱惑,風動
蠱惑,ビューティ
ご飯,グレイン
取って置く,割り付ける
取って置く,取っておく
取って置く,要求
取って置く,有する
取って置く,取っておく
長もち,続ける
長もち,うち続く
ミュー,レター
ケーキ,オーブンで焼かれた食品
予防接種すること,守
弾丸,矢玉
弾丸,軍器
弾丸,弾
弾丸,矢玉
弾丸,弾
弾丸,軍器
入れ替わる,受継ぐ
恋着,愛慕
恋着,愛慕
後もどる,立ち戻る
後もどる,逆転
漏れ,流出
漏れ,略
重量挙げ,無酸素性運動
方今,此の中
方今,此の中
方今,時
アシナシイモリ,両生類
燃え上る,燃える
燃え上る,点く
類,ジャンル
類,カテゴリ
類,個人
類,ジャンル
曲り角,十字路
切符,喚問
切符,商業証券
表わす,告げ知らせる
表わす,判じる
表わす,指示
表わす,伝達
表わす,表示
表わす,意企
表わす,指し示す
表わす,同じである
表わす,告げ知らせる
表わす,現す
表わす,意企
表わす,ではある
表わす,おっしゃる
表わす,顕示
表わす,ではある
表わす,現す
幻惑,聳動
尚書き,条件
水差し,槽
重大な変化,移り
春暁,時剋
暗がり,イリュミネイション
暗がり,現場
援引,抜萃
援引,折返す
援引,抜萃
援引,折返す
袂,地域
医伯,開業医
本署,事務室
上腕三頭筋,三頭筋
虫食む,入換える
偉力,パワー
インク壺,井泉
バタつく,音を発する
掘進,突通る
インテリ,エリート
インテリ,個人
外見,風姿
外見,風姿
外見,性状
外見,風姿
かき集める,得る
田ぼ,小野
叩き壊す,炸裂
叩き壊す,害う
叩き壊す,引去る
エクスチェンジ,集団行動
エクスチェンジ,取引き
エクスチェンジ,入れ換える
エクスチェンジ,集団行動
エクスチェンジ,取引き
エクスチェンジ,入れ換える
田地,小野
ユニバース,自然物
ユニバース,集団
ナット,塊
ナット,パルチザン
縮む,減じる
縮む,減じる
縮む,湾曲
累減,変易
累減,入換える
累減,変易
累減,入換える
横静脈洞,静脈洞
海軍少尉候補生,士官候補生
電気ヒューズ,電気装置
かなり離れた場所,地域
揺動,動
揺動,移り
揺動,動かす
揺動,震う
揺動,動く
揺動,移転
揺動,動
揺動,移り
揺動,動かす
揺動,震う
揺動,動く
揺動,移転
療法士,巧者
利巧さ,長所
利巧さ,ノーハウ
教えること,アクティビティー
プシケ,生気
ローマカトリック,普遍性
言辞,表明
言辞,聴覚コミュニケーション
言辞,通信
言辞,言語行動
言辞,口先
まな板,ボード
高じる,増加
高じる,なる
言詞,聴覚コミュニケーション
言詞,通信
